Major Group,Minor Group,Broad Group,Detailed Occupation,Occupation Name,Group,Major Name,Minor Name,Broad Name,Description,Sample of reported job titles
33-0000.00,33-3000.00,33-3010.00,33-3012.00,Correctional Officers and Jailers,Role,Protective Service Occupations,Law Enforcement Workers,"Bailiffs, Correctional Officers, and Jailers","Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",
33-0000.00,33-3000.00,33-3020.00,33-3020.00,Detectives and Criminal Investigators,Titled,Protective Service Occupations,Law Enforcement Workers,Broad Group,"Gather facts and collect evidence for criminal cases. Conduct interviews, surveillance, and investigations to solve crimes.",
33-0000.00,33-3000.00,33-3020.00,33-3021.00,Detectives and Criminal Investigators,Role,Protective Service Occupations,Law Enforcement Workers,Detectives and Criminal Investigators,"Conduct investigations related to suspected violations of Federal, State, or local laws to prevent or solve crimes.",
33-0000.00,33-3000.00,33-3020.00,33-3021.01,Police Detectives,Role,Protective Service Occupations,Law Enforcement Workers,Detectives and Criminal Investigators,Conduct investigations to prevent crimes or solve criminal cases.,
33-0000.00,33-3000.00,33-3020.00,33-3021.02,Police Identification and Records Officers,Role,Protective Service Occupations,Law Enforcement Workers,Detectives and Criminal Investigators,"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases.",
33-0000.00,33-3000.00,33-3020.00,33-3021.03,Criminal Investigators and Special Agents,Role,Protective Service Occupations,Law Enforcement Workers,Detectives and Criminal Investigators,"Investigate alleged or suspected criminal violations of Federal, state, or local laws to determine if evidence is sufficient to recommend prosecution.",
33-0000.00,33-3000.00,33-3020.00,33-3021.05,Immigration and Customs Inspectors,Role,Protective Service Occupations,Law Enforcement Workers,Detectives and Criminal Investigators,"Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations.",
33-0000.00,33-3000.00,33-3020.00,33-3021.06,Intelligence Analysts,Role,Protective Service Occupations,Law Enforcement Workers,Detectives and Criminal Investigators,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.",
33-0000.00,33-3000.00,33-3030.00,33-3030.00,Fish and Game Wardens,Titled,Protective Service Occupations,Law Enforcement Workers,Broad Group,"Enforce fishing, hunting, and boating laws. Patrol wildlife areas, investigate complaints, and ensure protection of wildlife populations.",
33-0000.00,33-3000.00,33-3030.00,33-3031.00,Fish and Game Wardens,Role,Protective Service Occupations,Law Enforcement Workers,Fish and Game Wardens,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,
33-0000.00,33-3000.00,33-3040.00,33-3040.00,Parking Enforcement Workers,Titled,Protective Service Occupations,Law Enforcement Workers,Broad Group,"Monitor parking regulations, issue tickets for violations, and direct vehicle or pedestrian traffic as needed.",
33-0000.00,33-3000.00,33-3040.00,33-3041.00,Parking Enforcement Workers,Role,Protective Service Occupations,Law Enforcement Workers,Parking Enforcement Workers,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",
33-0000.00,33-3000.00,33-3050.00,33-3050.00,Police Officers,Titled,Protective Service Occupations,Law Enforcement Workers,Broad Group,"Protect life and property, enforce laws, patrol assigned areas, respond to emergencies, and investigate crimes.",
33-0000.00,33-3000.00,33-3050.00,33-3051.00,Police and Sheriff's Patrol Officers,Role,Protective Service Occupations,Law Enforcement Workers,Police Officers,"Maintain order and protect life and property by enforcing local, tribal, State, or Federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts.",
33-0000.00,33-3000.00,33-3050.00,33-3051.01,Police Patrol Officers,Role,Protective Service Occupations,Law Enforcement Workers,Police Officers,"Patrol assigned area to enforce laws and ordinances, regulate traffic, control crowds, prevent crime, and arrest violators.",
33-0000.00,33-3000.00,33-3050.00,33-3051.03,Sheriffs and Deputy Sheriffs,Role,Protective Service Occupations,Law Enforcement Workers,Police Officers,"Enforce law and order in rural or unincorporated districts or serve legal processes of courts. May patrol courthouse, guard court or grand jury, or escort defendants.",
33-0000.00,33-3000.00,33-3050.00,33-3052.00,Transit and Railroad Police,Role,Protective Service Occupations,Law Enforcement Workers,Police Officers,"Protect and police railroad and transit property, employees, or passengers.",
33-0000.00,33-9000.00,33-9000.00,33-9000.00,Other Protective Service Workers,Main,Protective Service Occupations,Minor Group,Minor Group,"This category includes occupations such as security guards, gaming surveillance officers, and transportation security screeners. Other Protective Service Workers are responsible for ensuring the safety and security of individuals, properties, and facilities in various settings.",
33-0000.00,33-9000.00,33-9010.00,33-9010.00,Animal Control Workers,Titled,Protective Service Occupations,Other Protective Service Workers,Broad Group,"Handle situations involving stray, dangerous, or abused animals. Enforce animal licensing laws and investigate reports of animal mistreatment.",
33-0000.00,33-9000.00,33-9010.00,33-9011.00,Animal Control Workers,Role,Protective Service Occupations,Other Protective Service Workers,Animal Control Workers,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",
33-0000.00,33-9000.00,33-9020.00,33-9020.00,Private Detectives and Investigators,Titled,Protective Service Occupations,Other Protective Service Workers,Broad Group,"Gather information for clients using interviews, surveillance, or research. May investigate financial, legal, or personal matters.",
33-0000.00,33-9000.00,33-9020.00,33-9021.00,Private Detectives and Investigators,Role,Protective Service Occupations,Other Protective Service Workers,Private Detectives and Investigators,"Gather, analyze, compile and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",
33-0000.00,33-9000.00,33-9030.00,33-9030.00,Security Guards and Gaming Surveillance Officers,Titled,Protective Service Occupations,Other Protective Service Workers,Broad Group,"Guard property against theft, vandalism, or illegal activity. Monitor premises, check identification, and use video surveillance in casinos and other facilities.",
33-0000.00,33-9000.00,33-9030.00,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Role,Protective Service Occupations,Other Protective Service Workers,Security Guards and Gaming Surveillance Officers,"Act as oversight and security agent for management and customers. Observe casino or casino hotel operation for irregular activities such as cheating or theft by either employees or patrons. May use one-way mirrors above the casino floor, cashier's cage, and from desk. Use of audio/video equipment is also common to observe operation of the business. Usually required to provide verbal and written reports of all violations and suspicious behavior to supervisor.",
33-0000.00,33-9000.00,33-9030.00,33-9032.00,Security Guards,Role,Protective Service Occupations,Other Protective Service Workers,Security Guards and Gaming Surveillance Officers,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",
